nMC	Rp	Porb	Mp	ecc	inc	Omega	omega	theta	Abond	AgeomVIS	AgeomMIR	zodis	a	rp	ang_sep	ang_sep_max	Finc	f	Tp	nstar	Rs	Ms	Ts	dist	stype	ra	dec	lGal	bGal	
0	1.79424	47.68579	5.25741	0.00000	2.33565	1.60741	0.45335	2.45556	0.66912	0.18746	0.09751	18.54101	0.20959	0.20959	0.01093	0.01109	1.22416	0.23954	222.03976	84	0.53500	0.54000	3800.00000	18.90709	M	254.72557	-39.55754	345.79635	1.90010	
0	0.63861	72.17711	0.18259	0.00000	2.33565	6.28298	3.50233	2.16934	0.74503	0.14226	0.07246	18.54101	0.27629	0.27629	0.01330	0.01461	0.70441	0.55313	181.18936	84	0.53500	0.54000	3800.00000	18.90709	M	254.72557	-39.55754	345.79635	1.90010	
0	0.77540	144.95481	0.55964	0.00000	2.33565	2.63514	5.15014	0.71965	0.52105	0.22644	0.07958	18.54101	0.43980	0.43980	0.02226	0.02326	0.27800	0.47670	168.12688	84	0.53500	0.54000	3800.00000	18.90709	M	254.72557	-39.55754	345.79635	1.90010	
0	2.00456	277.56474	5.36760	0.00000	2.33565	1.85025	1.30011	3.24280	0.63418	0.49203	0.04906	18.54101	0.67818	0.67818	0.02522	0.03587	0.11691	0.75844	126.57239	84	0.53500	0.54000	3800.00000	18.90709	M	254.72557	-39.55754	345.79635	1.90010	
2	0.72333	1.99812	0.24411	0.00000	1.52604	0.83485	5.81455	5.30754	0.69318	0.27240	0.05992	0.95512	0.02528	0.02528	0.00018	0.00134	84.11255	0.99127	627.32124	84	0.53500	0.54000	3800.00000	18.90709	M	254.72557	-39.55754	345.79635	1.90010	
2	2.90843	5.88204	12.82673	0.00000	1.52604	3.86856	5.71431	2.08928	0.31829	0.03330	0.06979	0.95512	0.05193	0.05193	0.00018	0.00275	19.93663	0.00003	534.40019	84	0.53500	0.54000	3800.00000	18.90709	M	254.72557	-39.55754	345.79635	1.90010	
2	11.14546	29.15515	175.03509	0.00000	1.52604	1.96192	3.75337	3.94573	0.75441	0.39055	0.08562	0.95512	0.15098	0.15098	0.00128	0.00799	2.35904	0.00044	242.82318	84	0.53500	0.54000	3800.00000	18.90709	M	254.72557	-39.55754	345.79635	1.90010	
2	1.19265	85.60504	3.54503	0.00000	1.52604	3.50916	6.06336	3.77044	0.74337	0.15727	0.01929	0.95512	0.30958	0.30958	0.01503	0.01637	0.56108	0.54244	171.44986	84	0.53500	0.54000	3800.00000	18.90709	M	254.72557	-39.55754	345.79635	1.90010	
3	0.77342	44.75151	0.40159	0.00000	1.90090	5.04789	1.10396	2.07208	0.09276	0.54418	0.05433	264.95163	0.20090	0.20090	0.01062	0.01063	1.33233	0.33477	291.83488	84	0.53500	0.54000	3800.00000	18.90709	M	254.72557	-39.55754	345.79635	1.90010	
3	0.64766	177.98337	0.17884	0.00000	1.90090	0.51251	2.49931	2.47732	0.40194	0.29568	0.05886	264.95163	0.50430	0.50430	0.01087	0.02667	0.21144	0.92088	165.97268	84	0.53500	0.54000	3800.00000	18.90709	M	254.72557	-39.55754	345.79635	1.90010	
4	1.60705	118.96774	1.71530	0.00000	2.27050	0.27482	0.30794	2.56946	0.56365	0.28877	0.04970	4.04957	0.38553	0.38553	0.01998	0.02039	0.36178	0.22480	175.43861	84	0.53500	0.54000	3800.00000	18.90709	M	254.72557	-39.55754	345.79635	1.90010	
4	1.58730	239.83247	4.09898	0.00000	2.27050	3.05019	1.25217	1.44352	0.58371	0.53963	0.05868	4.04957	0.61523	0.61523	0.03072	0.03254	0.14206	0.17083	137.25346	84	0.53500	0.54000	3800.00000	18.90709	M	254.72557	-39.55754	345.79635	1.90010	
4	2.16530	362.68046	5.36760	0.00000	2.27050	5.77468	5.77336	5.35199	0.07852	0.30021	0.07670	4.04957	0.81056	0.81056	0.02793	0.04287	0.08184	0.79464	145.85562	84	0.53500	0.54000	3800.00000	18.90709	M	254.72557	-39.55754	345.79635	1.90010	
5	0.75316	2.41101	0.30667	0.00000	1.38266	2.51805	4.39771	5.99267	0.44375	0.43479	0.01459	0.80404	0.02866	0.02866	0.00089	0.00152	65.47742	0.83340	683.74558	84	0.53500	0.54000	3800.00000	18.90709	M	254.72557	-39.55754	345.79635	1.90010	
5	0.53806	103.01586	0.08653	0.00000	1.38266	5.72287	1.19285	3.35489	0.07983	0.06572	0.07446	0.80404	0.35024	0.35024	0.00457	0.01852	0.43835	0.97071	221.80697	84	0.53500	0.54000	3800.00000	18.90709	M	254.72557	-39.55754	345.79635	1.90010	
5	0.65342	341.84924	0.41860	0.00000	1.38266	1.56169	2.02520	3.90427	0.29987	0.09126	0.00821	0.80404	0.77922	0.77922	0.03875	0.04121	0.08856	0.50706	138.88613	84	0.53500	0.54000	3800.00000	18.90709	M	254.72557	-39.55754	345.79635	1.90010	
5	1.11370	442.00461	1.98333	0.00000	1.38266	5.17961	2.47762	4.07609	0.32773	0.54754	0.02867	0.80404	0.92481	0.92481	0.04720	0.04891	0.06287	0.19808	126.19832	84	0.53500	0.54000	3800.00000	18.90709	M	254.72557	-39.55754	345.79635	1.90010	
6	0.71248	276.91915	0.18642	0.00000	2.05385	4.71653	3.44687	1.79417	0.34549	0.59929	0.08422	18.91784	0.67713	0.67713	0.02308	0.03581	0.11728	0.79936	146.50014	84	0.53500	0.54000	3800.00000	18.90709	M	254.72557	-39.55754	345.79635	1.90010	
7	0.65065	21.15536	0.13377	0.00000	1.92631	1.36585	0.06723	0.34766	0.37695	0.19961	0.01288	0.65240	0.12191	0.12191	0.00597	0.00645	3.61795	0.15238	341.03546	84	0.53500	0.54000	3800.00000	18.90709	M	254.72557	-39.55754	345.79635	1.90010	
8	0.83859	0.58001	1.75125	0.00000	2.31393	1.49201	1.16168	4.12431	0.20952	0.11129	0.09217	4.42695	0.01108	0.01108	0.00046	0.00059	437.62850	0.69066	1200.33786	84	0.53500	0.54000	3800.00000	18.90709	M	254.72557	-39.55754	345.79635	1.90010	
8	1.52936	19.15785	1.75125	0.00000	2.31393	3.12514	3.13137	6.04959	0.44669	0.37237	0.06472	4.42695	0.11411	0.11411	0.00594	0.00604	4.12946	0.23447	342.19087	84	0.53500	0.54000	3800.00000	18.90709	M	254.72557	-39.55754	345.79635	1.90010	
8	1.83768	53.43408	3.77263	0.00000	2.31393	4.00653	6.18470	4.76370	0.39361	0.04552	0.09622	4.42695	0.22611	0.22611	0.00810	0.01196	1.05180	0.77692	248.72818	84	0.53500	0.54000	3800.00000	18.90709	M	254.72557	-39.55754	345.79635	1.90010	
8	0.90438	471.28277	0.37736	0.00000	2.31393	4.91874	3.61289	3.79433	0.27230	0.10516	0.06353	4.42695	0.96521	0.96521	0.03817	0.05105	0.05772	0.05947	126.00011	84	0.53500	0.54000	3800.00000	18.90709	M	254.72557	-39.55754	345.79635	1.90010	
9	0.85927	8.10678	0.54815	0.00000	2.32714	4.90947	2.32148	3.70778	0.60633	0.17457	0.06873	0.49023	0.06432	0.06432	0.00334	0.00340	12.99845	0.41500	418.60986	84	0.53500	0.54000	3800.00000	18.90709	M	254.72557	-39.55754	345.79635	1.90010	
9	0.56522	139.61174	0.15791	0.00000	2.32714	0.50608	5.02365	3.67378	0.46484	0.07658	0.04448	0.49023	0.42893	0.42893	0.01986	0.02269	0.29228	0.11451	175.03412	84	0.53500	0.54000	3800.00000	18.90709	M	254.72557	-39.55754	345.79635	1.90010	
9	1.47591	229.86353	3.47225	0.00000	2.32714	1.35503	1.66234	6.12770	0.41909	0.55989	0.03239	0.49023	0.59807	0.59807	0.02176	0.03163	0.15034	0.04369	151.30282	84	0.53500	0.54000	3800.00000	18.90709	M	254.72557	-39.55754	345.79635	1.90010	
9	0.82580	307.02659	0.23910	0.00000	2.32714	3.02023	1.87507	4.41866	0.73915	0.03763	0.05726	0.49023	0.72536	0.72536	0.03836	0.03836	0.10220	0.31449	112.46467	84	0.53500	0.54000	3800.00000	18.90709	M	254.72557	-39.55754	345.79635	1.90010	
0	0.93363	152.90197	4.18489	0.00000	2.61669	2.17228	6.17052	0.23048	0.73505	0.58281	0.03442	2.17763	0.51072	0.51072	0.02751	0.02756	1.17913	0.28941	208.08126	85	0.74200	0.76000	4990.00000	18.53053	K	259.46010	52.44711	79.70964	35.23449	
0	2.25336	272.72693	11.80549	0.00000	2.61669	0.20826	6.10304	0.26687	0.38940	0.47023	0.04916	2.17763	0.75115	0.75115	0.04050	0.04054	0.54510	0.29691	211.40278	85	0.74200	0.76000	4990.00000	18.53053	K	259.46010	52.44711	79.70964	35.23449	
0	0.97874	477.46562	0.95965	0.00000	2.61669	0.68740	3.43478	5.23565	0.11259	0.09742	0.06430	2.17763	1.09111	1.09111	0.05531	0.05888	0.25834	0.16566	192.58901	85	0.74200	0.76000	4990.00000	18.53053	K	259.46010	52.44711	79.70964	35.23449	
1	0.58771	0.71353	0.17517	0.00000	0.71611	6.21392	0.87808	0.39453	0.35178	0.07031	0.07253	1.45985	0.01426	0.01426	0.00060	0.00077	1512.02880	0.06959	1557.30956	85	0.74200	0.76000	4990.00000	18.53053	K	259.46010	52.44711	79.70964	35.23449	
4	1.03657	0.53205	1.51458	0.00000	0.80205	5.67103	2.07938	2.14250	0.71423	0.04299	0.04541	10.44718	0.01173	0.01173	0.00049	0.00063	2236.16956	0.70177	1399.37881	85	0.74200	0.76000	4990.00000	18.53053	K	259.46010	52.44711	79.70964	35.23449	
4	2.30311	248.81767	4.18489	0.00000	0.80205	5.22170	6.14310	0.94619	0.49597	0.51497	0.09759	10.44718	0.70658	0.70658	0.03260	0.03813	0.61603	0.10284	207.76264	85	0.74200	0.76000	4990.00000	18.53053	K	259.46010	52.44711	79.70964	35.23449	
5	2.18954	0.75702	7.48011	0.00000	1.60929	4.28008	1.70602	1.29500	0.68527	0.53857	0.07315	0.87776	0.01484	0.01484	0.00079	0.00080	1397.33092	0.25143	1274.56389	85	0.74200	0.76000	4990.00000	18.53053	K	259.46010	52.44711	79.70964	35.23449	
5	1.49604	21.53813	4.01483	0.00000	1.60929	0.48528	5.43050	1.10149	0.44327	0.10580	0.00698	0.87776	0.13827	0.13827	0.00723	0.00746	16.08792	0.20496	481.49306	85	0.74200	0.76000	4990.00000	18.53053	K	259.46010	52.44711	79.70964	35.23449	
5	4.12564	37.37787	12.82673	0.00000	1.60929	0.49258	2.98753	3.02277	0.39173	0.00715	0.09505	0.87776	0.19967	0.19967	0.01038	0.01078	7.71421	0.46458	409.63907	85	0.74200	0.76000	4990.00000	18.53053	K	259.46010	52.44711	79.70964	35.23449	
5	6.06915	140.49245	20.24381	0.00000	1.60929	1.61908	5.26351	1.53045	0.35138	0.48173	0.08680	0.87776	0.48270	0.48270	0.02273	0.02605	1.32000	0.11286	267.72807	85	0.74200	0.76000	4990.00000	18.53053	K	259.46010	52.44711	79.70964	35.23449	
6	0.97356	23.39834	3.33116	0.00000	0.63321	1.89940	0.85052	0.67971	0.04772	0.35236	0.05206	5.79181	0.14612	0.14612	0.00636	0.00789	14.40557	0.08015	535.64509	85	0.74200	0.76000	4990.00000	18.53053	K	259.46010	52.44711	79.70964	35.23449	
6	2.99615	76.85910	4.18489	0.00000	0.63321	5.57980	1.93577	1.45405	0.48395	0.20106	0.02255	5.79181	0.32288	0.32288	0.01724	0.01742	2.95019	0.39437	309.16484	85	0.74200	0.76000	4990.00000	18.53053	K	259.46010	52.44711	79.70964	35.23449	
6	0.54302	156.50922	0.07964	0.00000	0.63321	6.04050	2.51285	0.30564	0.23914	0.47950	0.02355	5.79181	0.51872	0.51872	0.02749	0.02799	1.14303	0.23000	268.77849	85	0.74200	0.76000	4990.00000	18.53053	K	259.46010	52.44711	79.70964	35.23449	
8	2.66634	6.07415	5.71221	0.00000	1.57688	4.40152	5.30176	0.78108	0.09205	0.20872	0.00577	8.79373	0.05946	0.05946	0.00314	0.00321	86.98890	0.42414	829.72734	85	0.74200	0.76000	4990.00000	18.53053	K	259.46010	52.44711	79.70964	35.23449	
8	0.58477	9.00002	0.22938	0.00000	1.57688	3.90043	3.65985	6.04561	0.33992	0.18811	0.09054	8.79373	0.07728	0.07728	0.00401	0.00417	51.49747	0.46911	672.04587	85	0.74200	0.76000	4990.00000	18.53053	K	259.46010	52.44711	79.70964	35.23449	
8	1.64888	274.40592	2.70717	0.00000	1.57688	4.68082	4.34430	0.93877	0.27602	0.13452	0.01955	8.79373	0.75423	0.75423	0.02199	0.04070	0.54065	0.86060	220.14849	85	0.74200	0.76000	4990.00000	18.53053	K	259.46010	52.44711	79.70964	35.23449	
9	2.31825	0.52864	3.47225	0.00000	1.68703	6.00710	5.91800	3.70230	0.19921	0.53428	0.02054	0.24105	0.01168	0.01168	0.00062	0.00063	2255.46235	0.42074	1814.44151	85	0.74200	0.76000	4990.00000	18.53053	K	259.46010	52.44711	79.70964	35.23449	
9	2.16821	56.25684	12.05291	0.00000	1.68703	6.18365	1.40371	3.54878	0.56094	0.34310	0.09475	0.24105	0.26224	0.26224	0.00372	0.01415	4.47243	0.96675	329.47363	85	0.74200	0.76000	4990.00000	18.53053	K	259.46010	52.44711	79.70964	35.23449	
9	2.88344	99.18378	18.63203	0.00000	1.68703	3.61242	6.27035	4.35148	0.60369	0.27398	0.01316	0.24105	0.38271	0.38271	0.00786	0.02065	2.09986	0.93091	265.83299	85	0.74200	0.76000	4990.00000	18.53053	K	259.46010	52.44711	79.70964	35.23449	
9	1.68606	170.53975	18.63203	0.00000	1.68703	4.60655	2.47556	5.03352	0.76868	0.39859	0.08694	0.24105	0.54928	0.54928	0.01053	0.02964	1.01940	0.00502	193.95075	85	0.74200	0.76000	4990.00000	18.53053	K	259.46010	52.44711	79.70964	35.23449	
1	1.41920	61.68930	2.24617	0.00000	2.08938	5.06870	5.35783	2.09664	0.50660	0.11320	0.00882	266.46895	0.19503	0.19503	0.03322	0.05538	0.22379	0.02709	160.44014	86	0.29100	0.26000	3250.00000	3.52176	M	280.69460	59.63039	89.28836	24.23071	
2	0.78866	402.98853	0.27079	0.00000	0.77710	5.06386	3.78027	0.31361	0.57191	0.45725	0.02767	1.89821	0.68154	0.68154	0.15883	0.19352	0.01833	0.65749	82.83275	86	0.29100	0.26000	3250.00000	3.52176	M	280.69460	59.63039	89.28836	24.23071	
5	1.25447	2.01965	1.54632	0.00000	2.33752	1.79706	2.53309	2.87270	0.56667	0.50665	0.06857	3.19008	0.01996	0.01996	0.00472	0.00567	21.36707	0.64546	485.50543	86	0.29100	0.26000	3250.00000	3.52176	M	280.69460	59.63039	89.28836	24.23071	
5	2.96559	20.66979	9.59409	0.00000	2.33752	2.10118	1.34292	5.99290	0.55125	0.51410	0.07874	3.19008	0.09408	0.09408	0.02084	0.02672	0.96161	0.07011	225.58194	86	0.29100	0.26000	3250.00000	3.52176	M	280.69460	59.63039	89.28836	24.23071	
5	1.06849	302.85352	0.97977	0.00000	2.33752	1.20049	5.58978	4.81836	0.38707	0.39037	0.05522	3.19008	0.56336	0.56336	0.12804	0.15996	0.02682	0.67716	99.66087	86	0.29100	0.26000	3250.00000	3.52176	M	280.69460	59.63039	89.28836	24.23071	
8	0.96407	65.98268	1.00030	0.00000	1.02254	4.58559	2.31350	3.87506	0.29246	0.34490	0.01181	13.99884	0.20398	0.20398	0.05773	0.05792	0.20458	0.35966	171.67589	86	0.29100	0.26000	3250.00000	3.52176	M	280.69460	59.63039	89.28836	24.23071	
9	2.54261	29.45875	5.59494	0.00000	2.17116	0.69413	0.94311	4.80590	0.08421	0.01386	0.06658	0.43275	0.11915	0.11915	0.03070	0.03383	0.59955	0.55689	239.58535	86	0.29100	0.26000	3250.00000	3.52176	M	280.69460	59.63039	89.28836	24.23071	
9	0.72147	393.40391	0.21555	0.00000	2.17116	2.97496	2.10021	5.96340	0.49527	0.08858	0.05877	0.43275	0.67069	0.67069	0.11245	0.19044	0.01892	0.02569	87.00965	86	0.29100	0.26000	3250.00000	3.52176	M	280.69460	59.63039	89.28836	24.23071	
0	3.25332	34.61462	14.22840	0.00000	0.47970	3.65602	2.29096	0.08549	0.46061	0.17663	0.06799	662.27476	0.13268	0.13268	0.03569	0.03766	0.48354	0.17489	198.90148	87	0.29100	0.26000	3250.00000	3.52283	M	280.69539	59.62687	89.28468	24.22954	
0	0.66033	405.40720	0.19431	0.00000	0.47970	3.17542	0.69883	2.19276	0.66412	0.12475	0.07230	662.27476	0.68426	0.68426	0.19297	0.19424	0.01818	0.26330	77.80332	87	0.29100	0.26000	3250.00000	3.52283	M	280.69539	59.62687	89.28468	24.22954	
1	0.75138	149.54391	1.68009	0.00000	1.71321	5.53415	4.68257	4.89482	0.01030	0.35453	0.06480	0.80737	0.35194	0.35194	0.09877	0.09990	0.06872	0.39716	142.13536	87	0.29100	0.26000	3250.00000	3.52283	M	280.69539	59.62687	89.28468	24.22954	
2	5.62932	253.20036	10.64251	0.00000	1.70052	5.71584	4.95040	5.01941	0.20479	0.08901	0.02334	10.71797	0.49996	0.49996	0.12173	0.14192	0.03405	0.61843	112.90542	87	0.29100	0.26000	3250.00000	3.52283	M	280.69539	59.62687	89.28468	24.22954	
4	3.06071	122.98859	24.39857	0.00000	1.35918	5.01346	0.99014	4.12504	0.71423	0.37444	0.03918	18.89958	0.30894	0.30894	0.03833	0.08770	0.08919	0.90907	111.20686	87	0.29100	0.26000	3250.00000	3.52283	M	280.69539	59.62687	89.28468	24.22954	
7	0.56198	0.74178	0.13943	0.00000	1.73950	4.38319	5.92242	2.75778	0.24189	0.31080	0.03265	13.85072	0.01024	0.01024	0.00216	0.00291	81.23579	0.05841	779.69296	87	0.29100	0.26000	3250.00000	3.52283	M	280.69539	59.62687	89.28468	24.22954	
8	1.87391	7.72191	16.79656	0.00000	1.34884	3.64812	5.13639	0.22460	0.39121	0.44449	0.05771	0.53679	0.04880	0.04880	0.00871	0.01385	3.57394	0.80927	338.03185	87	0.29100	0.26000	3250.00000	3.52283	M	280.69539	59.62687	89.28468	24.22954	
9	0.77092	4.68460	0.63380	0.00000	1.67870	3.70094	0.33337	5.71263	0.39795	0.27039	0.04265	5.91076	0.03497	0.03497	0.00965	0.00993	6.95905	0.44384	398.19811	87	0.29100	0.26000	3250.00000	3.52283	M	280.69539	59.62687	89.28468	24.22954	
9	3.75432	167.50767	17.14858	0.00000	1.67870	4.78575	6.03181	3.20898	0.32778	0.08862	0.09243	5.91076	0.37959	0.37959	0.10595	0.10775	0.05907	0.23265	124.24587	87	0.29100	0.26000	3250.00000	3.52283	M	280.69539	59.62687	89.28468	24.22954	
0	1.09625	18.25891	0.62079	0.00000	1.46657	3.49202	1.00730	0.24462	0.53590	0.33998	0.02875	290.20630	0.12385	0.12385	0.00230	0.00700	20.05138	0.00394	486.12022	88	0.74200	0.76000	4990.00000	17.69404	K	293.02793	-11.27494	27.30766	-14.07793	
0	1.47471	50.40812	4.64220	0.00000	1.46657	1.38243	2.76497	2.67223	0.71975	0.30620	0.00570	290.20630	0.24373	0.24373	0.00920	0.01377	5.17738	0.78382	305.46874	88	0.74200	0.76000	4990.00000	17.69404	K	293.02793	-11.27494	27.30766	-14.07793	
1	2.69435	3.46184	6.74323	0.00000	1.91437	6.15090	1.27720	1.13239	0.65323	0.01969	0.09876	6.17491	0.04087	0.04087	0.00180	0.00231	184.09157	0.06907	786.72209	88	0.74200	0.76000	4990.00000	17.69404	K	293.02793	-11.27494	27.30766	-14.07793	
1	3.31925	153.66214	17.50799	0.00000	1.91437	5.67587	1.60615	4.15914	0.35525	0.21917	0.07440	6.17491	0.51241	0.51241	0.02562	0.02896	1.17135	0.58662	259.46145	88	0.74200	0.76000	4990.00000	17.69404	K	293.02793	-11.27494	27.30766	-14.07793	
2	2.86960	18.70592	5.04378	0.00000	1.42574	3.32115	3.33818	0.24877	0.73113	0.09333	0.09382	207.20819	0.12586	0.12586	0.00643	0.00711	19.41505	0.56082	420.70220	88	0.74200	0.76000	4990.00000	17.69404	K	293.02793	-11.27494	27.30766	-14.07793	
2	1.09579	54.36530	1.48349	0.00000	1.42574	2.48425	5.10418	4.63694	0.67630	0.56317	0.06642	207.20819	0.25632	0.25632	0.01378	0.01449	4.68110	0.48743	308.79909	88	0.74200	0.76000	4990.00000	17.69404	K	293.02793	-11.27494	27.30766	-14.07793	
2	1.36534	159.03070	4.45356	0.00000	1.42574	1.78047	0.96769	1.31488	0.13862	0.54975	0.04039	207.20819	0.52428	0.52428	0.01962	0.02963	1.11893	0.03817	275.77362	88	0.74200	0.76000	4990.00000	17.69404	K	293.02793	-11.27494	27.30766	-14.07793	
2	1.90059	217.04129	7.17616	0.00000	1.42574	2.57478	5.17821	2.07268	0.09262	0.23940	0.04627	207.20819	0.64507	0.64507	0.02113	0.03646	0.73913	0.02412	251.87295	88	0.74200	0.76000	4990.00000	17.69404	K	293.02793	-11.27494	27.30766	-14.07793	
3	0.56806	0.64145	0.13943	0.00000	2.76980	1.97887	4.11676	6.13702	0.59076	0.08680	0.06893	0.35439	0.01328	0.01328	0.00072	0.00075	1742.70405	0.46371	1438.31193	88	0.74200	0.76000	4990.00000	17.69404	K	293.02793	-11.27494	27.30766	-14.07793	
3	0.88415	22.82797	0.64709	0.00000	2.76980	5.70247	2.74178	4.67777	0.13336	0.03424	0.04266	0.35439	0.14373	0.14373	0.00767	0.00812	14.88747	0.17099	527.49483	88	0.74200	0.76000	4990.00000	17.69404	K	293.02793	-11.27494	27.30766	-14.07793	
3	1.67052	43.77419	2.59716	0.00000	2.76980	2.68268	3.92539	2.04447	0.54077	0.58416	0.03947	0.35439	0.22185	0.22185	0.01246	0.01254	6.24913	0.37629	362.25621	88	0.74200	0.76000	4990.00000	17.69404	K	293.02793	-11.27494	27.30766	-14.07793	
3	1.93398	75.18951	3.85169	0.00000	2.76980	5.82919	6.11343	2.93230	0.64547	0.44426	0.00436	0.35439	0.31819	0.31819	0.01782	0.01798	3.03786	0.25398	283.53612	88	0.74200	0.76000	4990.00000	17.69404	K	293.02793	-11.27494	27.30766	-14.07793	
4	0.79112	2.47648	0.35459	0.00000	0.80113	1.53820	3.15515	2.08686	0.07026	0.05882	0.06592	1.29056	0.03269	0.03269	0.00145	0.00185	287.73855	0.69155	1125.62554	88	0.74200	0.76000	4990.00000	17.69404	K	293.02793	-11.27494	27.30766	-14.07793	
4	9.96022	295.93789	21.99502	0.00000	0.80113	4.65270	1.51503	0.98157	0.37108	0.49181	0.06019	1.29056	0.79319	0.79319	0.04043	0.04483	0.48885	0.13260	207.25105	88	0.74200	0.76000	4990.00000	17.69404	K	293.02793	-11.27494	27.30766	-14.07793	
6	0.50575	7.62462	0.08302	0.00000	1.79335	1.01356	0.26341	5.45871	0.11328	0.09558	0.09858	0.77275	0.06919	0.06919	0.00334	0.00391	64.24215	0.62171	764.63694	88	0.74200	0.76000	4990.00000	17.69404	K	293.02793	-11.27494	27.30766	-14.07793	
6	0.50197	19.58785	0.13377	0.00000	1.79335	1.95919	1.15049	3.92177	0.24500	0.13447	0.06668	0.77275	0.12979	0.12979	0.00299	0.00734	18.25835	0.92061	536.29829	88	0.74200	0.76000	4990.00000	17.69404	K	293.02793	-11.27494	27.30766	-14.07793	
6	0.56645	88.92134	0.10215	0.00000	1.79335	4.51552	5.65555	4.14584	0.48680	0.22038	0.09605	0.77275	0.35583	0.35583	0.01877	0.02011	2.42905	0.51837	294.09296	88	0.74200	0.76000	4990.00000	17.69404	K	293.02793	-11.27494	27.30766	-14.07793	
6	0.70926	239.30378	0.32636	0.00000	1.79335	3.33744	2.47392	4.16318	0.27798	0.01577	0.09177	0.77275	0.68845	0.68845	0.03662	0.03891	0.64890	0.16766	230.26877	88	0.74200	0.76000	4990.00000	17.69404	K	293.02793	-11.27494	27.30766	-14.07793	
7	2.70030	28.59128	13.37002	0.00000	1.38697	1.54567	4.99806	0.96676	0.75500	0.00045	0.02745	1.03313	0.16701	0.16701	0.00898	0.00944	11.02722	0.48738	356.82875	88	0.74200	0.76000	4990.00000	17.69404	K	293.02793	-11.27494	27.30766	-14.07793	
7	2.73913	109.66903	20.24381	0.00000	1.38697	3.10370	1.39966	1.39399	0.74215	0.25403	0.08470	1.03313	0.40923	0.40923	0.02179	0.02313	1.83653	0.16876	230.88422	88	0.74200	0.76000	4990.00000	17.69404	K	293.02793	-11.27494	27.30766	-14.07793	
8	0.99506	1.99325	1.00030	0.00000	0.61618	0.32782	3.05133	5.55311	0.13596	0.40952	0.01345	1.36395	0.02829	0.02829	0.00145	0.00160	384.32232	0.13585	1188.12198	88	0.74200	0.76000	4990.00000	17.69404	K	293.02793	-11.27494	27.30766	-14.07793	
8	0.54433	15.37204	0.12833	0.00000	0.61618	0.62281	3.47520	4.70586	0.06787	0.11476	0.02529	1.36395	0.11042	0.11042	0.00522	0.00624	25.22331	0.09365	612.87718	88	0.74200	0.76000	4990.00000	17.69404	K	293.02793	-11.27494	27.30766	-14.07793	
8	1.28157	28.79541	0.95965	0.00000	0.61618	2.26169	1.34628	3.15732	0.00626	0.57490	0.02482	1.36395	0.16780	0.16780	0.00782	0.00948	10.92311	0.65338	505.19456	88	0.74200	0.76000	4990.00000	17.69404	K	293.02793	-11.27494	27.30766	-14.07793	
8	1.35587	100.70769	7.96035	0.00000	0.61618	4.30905	5.26513	5.08772	0.77863	0.56831	0.08644	1.36395	0.38662	0.38662	0.01937	0.02185	2.05760	0.58432	228.65174	88	0.74200	0.76000	4990.00000	17.69404	K	293.02793	-11.27494	27.30766	-14.07793	
9	0.76967	345.99233	0.39334	0.00000	1.21958	1.10962	1.63398	2.31122	0.63788	0.37202	0.09383	3.50933	0.88028	0.88028	0.03666	0.04975	0.39691	0.73223	171.37128	88	0.74200	0.76000	4990.00000	17.69404	K	293.02793	-11.27494	27.30766	-14.07793	
0	0.94469	5.72714	1.71530	0.00000	0.97226	5.58456	1.19784	0.62954	0.06796	0.50723	0.06663	2.92515	0.03090	0.03090	0.00105	0.00175	1.69667	0.02730	312.11284	89	0.14900	0.12000	3000.00000	17.68146	M	293.03377	-11.33260	27.25649	-14.10785	
0	1.20611	134.38445	1.98333	0.00000	0.97226	4.94498	2.04415	0.25608	0.14313	0.19052	0.07752	2.92515	0.25328	0.25328	0.01128	0.01432	0.02526	0.07289	106.75252	89	0.14900	0.12000	3000.00000	17.68146	M	293.03377	-11.33260	27.25649	-14.10785	
0	1.37872	376.61429	5.14948	0.00000	0.97226	5.92841	0.79910	2.76188	0.19535	0.31608	0.01998	2.92515	0.50346	0.50346	0.02681	0.02847	0.00639	0.50471	74.53635	89	0.14900	0.12000	3000.00000	17.68146	M	293.03377	-11.33260	27.25649	-14.10785	
1	2.72039	3.90521	3.26278	0.00000	2.92698	0.49863	3.22691	4.36392	0.75821	0.09214	0.04298	0.97589	0.02394	0.02394	0.00133	0.00135	2.82697	0.22225	253.07088	89	0.14900	0.12000	3000.00000	17.68146	M	293.03377	-11.33260	27.25649	-14.10785	
1	0.57464	86.23058	0.10429	0.00000	2.92698	4.54308	4.25038	2.42837	0.45295	0.51111	0.05979	0.97589	0.18843	0.18843	0.01062	0.01066	0.04564	0.27835	110.63311	89	0.14900	0.12000	3000.00000	17.68146	M	293.03377	-11.33260	27.25649	-14.10785	
1	0.76055	182.92953	0.90176	0.00000	2.92698	2.98361	0.73147	3.79309	0.49892	0.38069	0.08032	0.97589	0.31109	0.31109	0.01720	0.01759	0.01674	0.42991	84.23283	89	0.14900	0.12000	3000.00000	17.68146	M	293.03377	-11.33260	27.25649	-14.10785	
2	3.43464	204.44805	12.30552	0.00000	0.48602	3.93156	1.96535	4.65708	0.33622	0.38133	0.07706	3.52233	0.33503	0.33503	0.01872	0.01895	0.01443	0.24444	87.07845	89	0.14900	0.12000	3000.00000	17.68146	M	293.03377	-11.33260	27.25649	-14.10785	
